u_nickname,u_url,m_content,m_content_url,m_content_id,m_images,m_videos,r_comment_num,g_publish_time,r_like_num,r_trans_num,verified,u_id,u_desc,u_fans,u_follow,u_login_time,u_area
Iranian American,https://twitter.com/IranLionness,"#BidenCheated

All the democrats in the swing states have cheated against the will of the American people. The used the China Virus pretext to send massive mail-in ballots. ",,1332499345447350272,['http://pbs.twimg.com/media/En39F83UcAAMExZ.jpg'],,102,2020-11-28 09:39:35,433,128,0,1049384664,Twitter platform suppresses opponent views because leftists are unable to respond to smart views!,11243,669,2012-12-31 11:29:40,"Southern California, USA"
ADG PI - INDIAN ARMY,https://twitter.com/adgpi,"#CORONAVIRUS
#IndianArmy responding to the emergency has created a facility near #Manesar for quarantine of approximately 300 #Indian students arriving from #Wuhan #China, students will be monitored by a qualified team of doctors, to watch for any signs of infection.
#NationFirst https://t.co/85G8HLv972",,1223191288763125760,"['http://pbs.twimg.com/media/EPml_DPUUAETZA8.jpg', 'http://pbs.twimg.com/media/EPml_avVAAA1bM1.jpg']",,123,2020-01-31 18:28:23,4222,1067,1,1227253801,"Additional Directorate General of Public Information, IHQ of MoD (Army),",7095253,109,2013-02-28 18:34:45,"New Delhi, India"
David Jacobs,https://twitter.com/DrJacobsRad,"#COVID-19 is coming. With the explosion of the virus in Italy, Korea, China, and Iran, containment is no longer realistic.

It is however important to slow the spread so hospitals are not overwhelmed.

The Trudeau government's response is unsatisfactory.

https://t.co/MymblN2DAx",,1234139825722273793,,,109,2020-03-01 23:33:58,779,310,0,7.57301E+17,"Doctor. Ontario Specialists Association, Chair. Coalition of Ontario Doctors, co-founder. Ontario Association of Radiologists, President. Husband. Hockey dad.",26097,522,2016-07-25 03:45:47,Toronto
Air Peace,https://twitter.com/flyairpeace,"#COVID19 - Loading of Federal Government's medical supplies onto Air Peace Boeing 777-200ER aircraft in progress now at the Beijing International Airport, China. The aircraft which landed China this afternoon (2:18pm) will be departing for Abuja, Nigeria in less than.....1/2 https://t.co/7hAoUY9ePP",,1247656755859009536,"['http://pbs.twimg.com/media/EVCQq88XQAI7AvC.jpg', 'http://pbs.twimg.com/media/EVCQuLYXgAYMqXk.jpg', 'http://pbs.twimg.com/media/EVCQ7khXQAUCz02.jpg', 'http://pbs.twimg.com/media/EVCQ7tvXkAQXV8L.jpg']",,184,2020-04-08 06:45:25,2293,974,0,2364221636,"The official Twitter channel for Air Peace airline. Daily flights to major cities in Nigeria. No Shortcuts, Safety First, Great Service. Send us a DM on IG.",40608,195,2014-02-27 22:04:26,"Ikeja, GRA Lagos"
Gordon G. Chang,https://twitter.com/GordonGChang,"#COVID19 cases are spiking in #France, #Italy, and #Germany, where lockdowns have been strict. Can anything stop this #coronavirus from #China?",,1326281926194438146,,,116,2020-11-11 05:53:46,844,221,0,151930383,,146918,900,2010-06-05 00:23:14,
Ashleigh Stewart,https://twitter.com/Ash_Stewart_,"#COVID19 global latest:
- 1 billion people in lockdown 
- India starts 14-hour curfew
- Australia about to get v draconian
- First 2 virus cases in Gaza
- China reports 46 new cases 
- South Korea reports 48, Philippines 73
- Spain¡¯s death toll over 1300
- Kuwait imposed curfew",,1241565470832185344,,,370,2020-03-22 11:28:37,9857,3396,1,519321215,"Journalist. Dubai - via NZ, Tokyo & Jakarta. Ôç_Ìï´óÑ§. Words: @cnn @telegraph @independent @wired etc",20959,930,2012-03-09 16:59:27,"Dubai, United Arab Emirates"
Senator Mitt Romney,https://twitter.com/SenatorRomney,#COVID19 has exposed China's dishonesty for the world to see. America must lead like-minded nations in developing a unified strategy to counter China¡¯s predation and corruption. https://t.co/gJchtn4Ioa,,1253424772160950272,,,119,2020-04-24 04:45:27,1016,571,1,1.07869E+18,United States Senator from the great state of Utah.,195964,132,2018-12-29 00:46:10,"Salt Lake City, UT"
ANI,https://twitter.com/ANI,"#COVID19 is a gift from China. Not good, they should have stopped it at the source. A very bad gift. Howcome, Wuhan where it started was in a very bad trouble, but it did not go to any other parts of China: US President Donald Trump. https://t.co/EVhGk4ZIqA",,1268921641213427713,['http://pbs.twimg.com/media/EZwddqTUYAAM717.jpg'],,188,2020-06-05 23:04:29,12648,2546,1,355989081,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",5204746,0,2011-08-16 13:23:41,India
Abdugheni Sabit,https://twitter.com/AbdugheniSabit,"#COVID19 made in #China 

COVID19 made in ",,1239144792929509376,['http://pbs.twimg.com/ext_tw_video_thumb/1239144725984182277/pu/img/HeBI9XhUiS4CQbIi.jpg'],https://twitter.com/AbdugheniSabit/status/1239144792929509376/video/1,449,2020-03-15 19:01:55,3478,1435,0,2992455768,President of @uyghurra (URA).Uyghur Rights Activist. Follow for daily updates. Free Chinese Occupied #Uyghuristan ( East Turkistan).,16248,543,2015-01-23 02:24:04,"Aksu, Uyghuristan "
Margaret Brennan,https://twitter.com/margbrennan,#COVID19 was in the US in December 2019.,,1333599645893873665,,,142,2020-12-01 10:31:47,893,290,1,50011708,"@FacetheNation Moderator & @CBSNews Sr Foreign Affairs Correspondent, Eamon¡¯s Mom, USMC wife, @UVA alum, CT & Sag Harbor native, retired Irish dancer",122615,4046,2009-06-23 23:48:05,"Washington, DC"
Hua Chunying »ª´ºÓ¨,https://twitter.com/SpokespersonCHN,"#COVID19 is a test for all countries regardless of political parties and social systems. 
Take a look at the scores of China and the #US. https://t.co/lyISQNlV5h",,1304421553782714369,"['http://pbs.twimg.com/media/Eho6xTFU4AACpZU.jpg', 'http://pbs.twimg.com/media/Eho7chxU8AAgjmy.jpg', 'http://pbs.twimg.com/media/Eho7djRVkAAIfMT.jpg', 'http://pbs.twimg.com/media/Eho7eTIUYAAWwLL.jpg']",,244,2020-09-11 22:08:28,1399,257,1,1.1837E+18,"Foreign Ministry Spokesperson
Director General, Information Department, MFA PRC
Get to know us more @MFA_China
YouTube https://t.co/owWGn7pWzE
Facebook https://t.co/Mkd9zD52cs",778162,153,2019-10-14 18:56:54,ÖÐ¹ú£¬±±¾© Beijing PRC
Jennifer Zeng Ôø_,https://twitter.com/jenniferatntd,"#COVID2019 inspection officially ends. Employees who refuse to go back to work will be punished. In the meantime, gov. says if you get infected, it is not a work-related injury. You are on your own. #GDP is more important than human life in #China. #Coronavirus https://t.co/vMLVobbx3S",,1230873333002129408,['http://pbs.twimg.com/ext_tw_video_thumb/1230872508724805633/pu/img/G5E31zVEYDl9uemJ.jpg'],https://twitter.com/jenniferatntd/status/1230873333002129408/video/1,189,2020-02-21 23:14:05,1829,1364,0,2313027666,"Video creator at https://t.co/tbjS3k1tjs & https://t.co/JWsU1Yqsnq, Writer at https://t.co/XRo5fzvFMx ×ÔÃ½_ÈË£¬_Õ¾¼°ÓÍ¹ÜÆµµÀ_Ö·ÈçÇ°¡£Backup account _ÓÃ__£º@JenniferZeng15",155167,450,2014-01-27 12:58:03,"New York, USA ÃÀ¹úÅ¦Ô¼"
G.T. Lem,https://twitter.com/gtlem,"#CPC Leader Andrew Scheer says he disagrees with Dr. Theresa Tam 100% (The Chief Public Health Officer of Canada) 

Despite Canada protocol, Medical supplies should NOT been sent to China to stop the spread of #COVID19

Focus on #Covid19Canada instead &amp; not where virus originated https://t.co/fNXHAsEq5L",,1244336808407838729,['http://pbs.twimg.com/ext_tw_video_thumb/1244336673942577153/pu/img/JUqKNYrIz2et0VZG.jpg'],https://twitter.com/gtlem/status/1244336808407838729/video/1,217,2020-03-30 02:53:08,178,174,0,7.60213E+17,"#1 Source For News & Videos On #Covid19 Vaccines Shortages From Around The World

100% PROGRESSIVE #canqueer & #ScarbTo Resident",8321,2422,2016-08-02 04:38:47,"Scarborough Village, Toronto"
Bob Benzen ,https://twitter.com/BobBenzen,"#Canada has a vital interest in Hong Kong in terms of protecting &amp; projecting our values of human rights, democracy &amp; free speech. But while the world's attention is diverted by #coronavirus, the regime in #China is undermining and abusing that we cherish. https://t.co/B4M44DGTex",,1253753590377779205,,,143,2020-04-25 02:32:04,1566,1433,1,7.37359E+17,"Member of Parliament for Calgary Heritage. Member, Standing Committee on National Defence. A proud, long-time Calgarian.",3727,1154,2016-05-31 03:05:09,"Calgary, Alberta"
World Health Organization (WHO),https://twitter.com/WHO,#China,,1219026530636091392,['http://pbs.twimg.com/media/EOraKbGWkAA89vm.jpg'],,201,2020-01-20 06:39:07,3664,3029,1,14499829,"We are the #UnitedNations¡¯ health agency - #HealthForAll.
__ Always check our latest tweets on #COVID19 for updated advice/information.",9014156,1732,2008-04-24 03:56:27,"Geneva, Switzerland"
Josh Hawley,https://twitter.com/HawleyMO,"#China Communist Party sees #COVID19, which they unleashed on the world, as the latest opportunity in their bid for global power. We must stay laser focused on preventing Chinese domination. Pentagon needs to revamp our force posture accordingly https://t.co/LpiuL9pVdB",,1247188890445910018,,,205,2020-04-06 23:46:17,2504,1217,1,2352629311,"Constitutional lawyer, husband to Erin, Dad to Elijah, Blaise and Abigail, US Senator from Missouri",596499,955,2014-02-20 11:13:57,"Missouri, USA"
Josh Hawley,https://twitter.com/HawleyMO,"#China SHOULD pay a price for the #CoronavirusOutbreak #COVID19, which the Chinese Communist Party unleashed on the world with their corruption &amp; incompetence. They should pay damages to the USA and the world https://t.co/U5EqsYOmXE",,1247914159548891138,,,287,2020-04-08 23:48:15,2305,1197,1,2352629311,"Constitutional lawyer, husband to Erin, Dad to Elijah, Blaise and Abigail, US Senator from Missouri",596499,955,2014-02-20 11:13:57,"Missouri, USA"
Josh Hawley,https://twitter.com/HawleyMO,#China continues its propaganda campaign in _@WSJopinion_. Says ¡°Identifying the virus¡¯s origin is a serious scientific issue... Politicians shouldn¡¯t meddle¡± - like when #China silenced #Wuhan whistleblowers &amp; jailed doctors? That kind of meddling? https://t.co/xkUTzmhwPB,,1260365089607225351,,,136,2020-05-13 08:23:48,1036,437,1,2352629311,"Constitutional lawyer, husband to Erin, Dad to Elijah, Blaise and Abigail, US Senator from Missouri",596499,955,2014-02-20 11:13:57,"Missouri, USA"
Jim Banks,https://twitter.com/RepJimBanks,"#China continues to spread disinformation that the novel coronavirus originated in the United States.
 
The U.S. Congress must set the record straight and pass H.Res 907, the Hold China Accountable resolution, intro¡¯d by me and @MarshaBlackburn.
 
https://t.co/8A5o2zkdSs",,1253375171156729856,,,109,2020-04-24 01:28:22,1049,868,1,8.16131E+17,"I was born in a small town, now Dad, Husband, US Navy & Afghanistan Veteran, @IndianaUniv & @gracecollege grad and now Chairman of the @RepublicanStudy.",46770,1576,2017-01-03 11:57:24,Indiana's 3rd District
Marco Rubio,https://twitter.com/marcorubio,"#China denied the world valuable information early in the #Covid_19 crisis that could have delayed spread. Let¡¯s focus now on our issues here at home but once we get through this, their behavior must be addressed. https://t.co/Mq4wd3SARF",,1240814355618422785,['http://pbs.twimg.com/ext_tw_video_thumb/1240814294700343296/pu/img/u1--BLgiNiC_dAQJ.jpg'],https://twitter.com/marcorubio/status/1240814355618422785/video/1,922,2020-03-20 09:36:10,3684,1397,1,15745368,"Banned in & sanctioned by China,Follower of Christ,Husband,Father, Proud AMERICAN, US Senator for Florida, #GatorNation & #FinsUp.Official tweets @SenRubioPress",4205637,2487,2008-08-06 11:07:06,United States
Senator John Thune,https://twitter.com/SenJohnThune,#China has been spreading misinformation about #COVID19 from day one. This should be a wakeup call to the world about how China operates: a complete lack of transparency and censorship of facts. This is going to take an international response to hold them accountable. https://t.co/pFvKHZKM2r,,1251185660867883008,['http://pbs.twimg.com/media/EV2RxBEWoAIm57Y.jpg'],https://twitter.com/SenJohnThune/status/1251185660867883008/video/1,101,2020-04-18 00:28:02,1042,901,1,296361085,"Senate Republican Whip. Representing South Dakota. Father. Grandfather. Husband. Sports Fan. Avid Outdoorsman. Hates Shoveling Snow.
https://t.co/CAJybse6Mc",108332,343,2011-05-11 00:41:48,
Ashok Shrivastav,https://twitter.com/AshokShrivasta6,#China is a Virus.,,1272950089275731969,,,106,2020-06-17 01:52:06,4763,851,1,550377428,"____ __________
Television Journalist
Sr Consulting Editor
@DDNewsHindi
Public Broadcaster,India.
Author'Narendra Modi Censored'
_______ __ ___ __ __ ___ __",133734,993,2012-04-11 03:27:50,New Delhi
Gordon G. Chang,https://twitter.com/GordonGChang,#China is censoring #coronavirus scientific research: https://t.co/6hlv5uyyDm. So do ya think there's something especially nasty Beijing does not want us to know?,,1249059618006892546,,,139,2020-04-12 03:39:53,2538,1325,0,151930383,,146918,900,2010-06-05 00:23:14,
Lijian Zhao ÕÔÁ¢¼á,https://twitter.com/zlj517,"#China is ready to make #vaccines a global public good, and ensure the affordability and accessibility in developing countries. United, we will prevail over #COVID19. https://t.co/3g5cxLTg5H",,1356519276039995392,['http://pbs.twimg.com/media/EtNS_L8UYAAVzFM.jpg'],,262,2021-02-02 16:26:12,2002,345,1,141627220,"Spokesman & DDG, Information Department, Foreign Ministry, China. @MFA_China @SpokespersonCHN YouTube https://t.co/owWGn7HxYe Facebook https://t.co/Mkd9zCNrkU",879845,175041,2010-05-08 23:38:36,"Beijing, China"
Marco Rubio,https://twitter.com/marcorubio,"#China refusing to allow #Taiwan to evacuate its citizens due to growing #coronavirus pandemic is outrageous. 

https://t.co/hdIAJPlhEZ",,1222563073711648768,,,220,2020-01-30 00:52:05,1593,1227,1,15745368,"Banned in & sanctioned by China,Follower of Christ,Husband,Father, Proud AMERICAN, US Senator for Florida, #GatorNation & #FinsUp.Official tweets @SenRubioPress",4205637,2487,2008-08-06 11:07:06,United States
Eunice Yoon,https://twitter.com/onlyyoontv,"#China reports zero new #coronavirus cases infected in country for a third day in a row. All 41 new cases are from overseas travelers(14 in Beijing, 9 in Shanghai, 7 in Guangdong, 4 in Fujian, 2 in Zhejiang, Shandong, and Shaanxi, and 1 in Sichuan.) https://t.co/d82GGDO6oE",,1241180797630988290,,,555,2020-03-21 09:52:16,3827,1059,1,37397428,"@CNBC @CNBCi Beijing Bureau Chief, Senior Correspondent | @NBCNews | @BrownUniversity @PhillipsExeter | Instagram: onlyyoontv",61894,4770,2009-05-03 18:24:44,China
"Dena Grayson, MD, PhD",https://twitter.com/DrDenaGrayson,"#China says tests confirm that the deadly new #coronavirus 1st jumped from animals to humans in a seafood/wildlife market in #Wuhan.

The #CoronavirusOutbreak is ¡°highly relevant to the trading of wild animals.¡±",,1221850168368226306,,,120,2020-01-28 01:39:15,1106,492,1,1651522832,"Ran for Congress. #Ebola expert. #Coronavirus, #COVID19. Appearances: @FoxNews, @SkyNews, @BBC @60Mins; featured: @NYTimes, @BostonGlobe. Bookings: 323-252-7722",328554,417,2013-08-07 07:34:40,Florida
"Anders Corr, Ph.D.",https://twitter.com/anderscorr,#China sent the #Philippines faulty #COVID_19 test kits. Only 40% accurate. The Philippines had to discard them. https://t.co/PoULURgibw,,1244125406808215554,,,251,2020-03-29 12:53:06,2134,1573,0,93071370,"Publisher of the Journal of Political Risk and Principal at Corr Analytics. Supporter of freedom, democracy, and human rights. Yale '01, Harvard '08.",17692,2588,2009-11-28 07:25:36,NY - CA
